frame_index,max_threshold,min_threshold,mean_threshold,num_tonal_maskers,num_noise_maskers,total_masking_energy
0,0.0,-5.974099062683408,-4.923776112265147,364,25,708.3637799216759
1,0.0,-5.974099062683408,-4.923776112265147,445,25,708.3637799216759
2,0.0,-5.974099062683408,-4.923776112265147,476,25,708.3637799216759
3,0.0,-5.974099062683408,-4.923776112265147,512,25,708.3637799216759
4,0.0,-5.974099062683408,-4.923776112265147,471,25,708.3637799216759
5,0.0,-5.974099062683408,-3.7959230769102854,507,25,906.9701269466697
6,0.0,-5.974099062683408,-3.6923060558563705,516,25,955.3400758364096
7,0.0,-5.974099062683408,-3.786570116508675,512,25,940.2088337887199
8,0.0,-5.974099062683408,-4.923136212173483,414,25,708.6515904026469
9,0.0,-5.974099062683408,-4.847219859786142,503,25,730.5695019492117
10,0.0,-5.974099062683408,-4.904505092166878,469,25,713.2050606029532
11,0.0,-5.974099062683408,-4.923776112265147,394,25,708.3637799216759
12,0.0,-5.974099062683408,-4.847859364513774,351,25,729.8158229010851
13,0.0,-5.974099062683408,-4.923776112265147,452,25,708.3637799216759
14,0.0,-5.974099062683408,-4.923776112265147,512,25,708.3637799216759
15,0.0,-5.974099062683408,-4.923136212173483,406,25,708.6515904026469
16,0.0,-5.974099062683408,-4.923776112265147,412,25,708.3637799216759
17,0.0,-5.974099062683408,-4.846678540695297,346,25,730.1007131387944
18,0.0,-5.974099062683408,-4.923776112265147,500,25,708.3637799216759
19,0.0,-5.974099062683408,-4.923776112265147,511,25,708.3637799216759
20,0.0,-5.974099062683408,-4.923776112265147,428,25,708.3637799216759
21,0.0,-5.974099062683408,-3.2866110624873057,420,25,1039.1977071533884
22,0.0,-5.974099062683408,-4.331719696704758,579,25,842.4738416671187
23,0.0,-5.974099062683408,-4.923776112265147,438,25,708.3637799216759
24,0.0,-5.974099062683408,-4.923760608845988,415,25,708.3709671761096
25,0.0,-5.974099062683408,-4.884570510317688,428,25,720.8657898348836
26,0.0,-5.974099062683408,-4.923776112265147,512,25,708.3637799216759
27,0.0,-5.974099062683408,-4.923776112265147,450,25,708.3637799216759
28,0.0,-5.974099062683408,-4.922587076457649,465,25,708.8901905157854
29,0.0,-5.974099062683408,-4.890583266443597,470,25,719.622901238742
30,0.0,-5.974099062683408,-4.91403728103279,486,25,712.1117469155765
31,0.0,-5.974099062683408,-4.923776112265147,436,25,708.3637799216759
32,0.0,-5.974099062683408,-4.0275135353605425,537,25,893.1210857795854
33,0.0,-5.974099062683408,-4.4169046579355316,464,25,819.8514180313168
34,0.0,-5.694237039673361,-3.0149523458093483,570,25,1123.0490935284965
35,0.0,-5.974099062683408,-4.920092197418576,462,25,709.9103480732883
36,0.0,-5.974099062683408,-4.923776112265147,503,25,708.3637799216759
37,0.0,-5.974099062683408,-4.923776112265147,469,25,708.3637799216759
38,0.0,-5.974099062683408,-4.923776112265147,536,25,708.3637799216759
39,0.0,-5.974099062683408,-4.675102244939315,419,25,763.0319166570722
40,0.0,-5.974099062683408,-4.447510558957674,473,25,819.1650477311614
41,0.0,-5.974099062683408,-4.923776112265147,450,25,708.3637799216759
42,0.0,-5.974099062683408,-4.923776112265147,474,25,708.3637799216759
43,0.0,-5.974099062683408,-4.923776112265147,500,25,708.3637799216759
44,0.0,-5.974099062683408,-4.923776112265147,452,25,708.3637799216759
45,0.0,-5.974099062683408,-4.880685523634522,476,25,714.1561636749971
46,0.0,-5.974099062683408,-4.922587076457649,468,25,708.8901905157854
47,0.0,-5.974099062683408,-4.923760608845988,409,25,708.3709671761096
48,0.0,-5.974099062683408,-4.836270144421583,224,25,732.5770614947116
49,0.0,-5.974099062683408,-4.923776112265147,496,25,708.3637799216759
50,0.0,-5.974099062683408,-4.923776112265147,508,25,708.3637799216759
51,0.0,-5.974099062683408,-4.923776112265147,422,25,708.3637799216759
52,0.0,-5.974099062683408,-4.660690929168779,353,25,772.2751528413008
53,0.0,-5.974099062683408,-4.9105264620083595,494,25,710.5497937504969
54,0.0,-5.974099062683408,-4.923776112265147,481,25,708.3637799216759
55,0.0,-5.974099062683408,-4.923776112265147,434,25,708.3637799216759
56,0.0,-5.974099062683408,-4.923776112265147,465,25,708.3637799216759
57,0.0,-5.974099062683408,-4.923776112265147,466,25,708.3637799216759
58,0.0,-5.974099062683408,-4.923776112265147,484,25,708.3637799216759
59,0.0,-5.974099062683408,-4.923776112265147,508,25,708.3637799216759
60,0.0,-5.974099062683408,-4.923776112265147,448,25,708.3637799216759
61,0.0,-5.974099062683408,-4.923776112265147,518,25,708.3637799216759
62,0.0,-5.974099062683408,-4.921458456622034,532,25,709.361790223308
63,0.0,-5.974099062683408,-4.853809617255624,476,25,730.0666697671708
64,0.0,-5.974099062683408,-4.857297959452477,470,25,729.3176599264775
65,0.0,-5.974099062683408,-4.918165590895784,354,25,710.0761009736943
66,0.0,-5.974099062683408,-4.923776112265147,707,25,708.3637799216759
67,0.0,-5.974099062683408,-4.855524773469569,486,25,720.3164274521712
68,0.0,-5.974099062683408,-4.923776112265147,438,25,708.3637799216759
69,0.0,-5.974099062683408,-4.923776112265147,570,25,708.3637799216759
70,0.0,-5.974099062683408,-4.923776112265147,468,25,708.3637799216759
71,0.0,-5.974099062683408,-4.923776112265147,490,25,708.3637799216759
72,0.0,-5.974099062683408,-4.923776112265147,466,25,708.3637799216759
73,0.0,-5.974099062683408,-4.923776112265147,434,25,708.3637799216759
74,0.0,-5.974099062683408,-4.923760608845988,358,25,708.3709671761096
75,0.0,-5.974099062683408,-4.923776112265147,527,25,708.3637799216759
76,0.0,-5.974099062683408,-4.9234960837321,472,25,708.4915613983213
77,0.0,-5.974099062683408,-4.923776112265147,518,25,708.3637799216759
78,0.0,-5.974099062683408,-4.923776112265147,434,25,708.3637799216759
79,0.0,-5.974099062683408,-4.923776112265147,346,25,708.3637799216759
80,0.0,-5.974099062683408,-4.923776112265147,504,25,708.3637799216759
81,0.0,-5.974099062683408,-4.923776112265147,495,25,708.3637799216759
82,0.0,-5.974099062683408,-4.923776112265147,496,25,708.3637799216759
83,0.0,-5.974099062683408,-4.9234960837321,482,25,708.4915613983213
84,0.0,-5.974099062683408,-4.9234960837321,454,25,708.4915613983213
85,0.0,-5.974099062683408,-4.923776112265147,474,25,708.3637799216759
86,0.0,-5.974099062683408,-4.923776112265147,534,25,708.3637799216759
87,0.0,-5.974099062683408,-4.580435971980718,522,25,790.4741267275492
88,0.0,-5.974099062683408,-4.613222426058483,466,25,783.265352139168
89,0.0,-5.974099062683408,-4.923776112265147,505,25,708.3637799216759
90,0.0,-5.974099062683408,-4.923776112265147,512,25,708.3637799216759
91,0.0,-5.974099062683408,-4.923776112265147,348,25,708.3637799216759
92,0.0,-5.974099062683408,-3.6131383313191097,482,25,993.5516398617783
93,0.0,-5.974099062683408,-4.25748672306403,422,25,866.7315257769608
94,0.0,-5.974099062683408,-4.923760608845988,538,25,708.3709671761096
95,0.0,-5.974099062683408,-4.921458456622034,475,25,709.361790223308
96,0.0,-5.974099062683408,-4.908448657802156,421,25,713.0742466368348
97,0.0,-5.974099062683408,-4.923776112265147,568,25,708.3637799216759
98,0.0,-5.8991311795028265,-3.8737692744656007,422,25,932.742795992983
99,0.0,-5.974099062683408,-3.595874262017677,486,25,992.4357777219718
100,0.0,-5.974099062683408,-4.919185004308526,434,25,710.2760072400147
101,0.0,-5.974099062683408,-4.918842339522481,472,25,710.2942316766818
102,0.0,-5.974099062683408,-4.863251389608286,482,25,726.0481584833506
103,0.0,-5.974099062683408,-4.923295456811138,513,25,708.4612590675833
104,0.0,-5.974099062683408,-4.923776112265147,548,25,708.3637799216759
105,0.0,-5.974099062683408,-4.923776112265147,486,25,708.3637799216759
106,0.0,-5.974099062683408,-4.923776112265147,494,25,708.3637799216759
107,0.0,-5.974099062683408,-4.899000292585168,432,25,711.8637312978974
108,0.0,-5.974099062683408,-4.923776112265147,480,25,708.3637799216759
109,0.0,-5.974099062683408,-4.923776112265147,500,25,708.3637799216759
110,0.0,-5.974099062683408,-4.923776112265147,512,25,708.3637799216759
111,0.0,-5.974099062683408,-4.054518017788908,455,25,916.3414322245505
112,0.0,-5.974099062683408,-4.2865048653677835,430,25,850.8983128747184
113,0.0,-5.974099062683408,-4.073012240604005,406,25,889.5398801478559
114,0.0,-5.974099062683408,-4.923776112265147,496,25,708.3637799216759
115,0.0,-5.974099062683408,-4.923776112265147,428,25,708.3637799216759
116,0.0,-5.974099062683408,-4.923776112265147,434,25,708.3637799216759
117,0.0,-5.974099062683408,-4.923776112265147,456,25,708.3637799216759
118,0.0,-5.974099062683408,-4.923776112265147,495,25,708.3637799216759
119,0.0,-5.974099062683408,-4.923776112265147,462,25,708.3637799216759
120,0.0,-5.974099062683408,-4.923776112265147,437,25,708.3637799216759
121,0.0,-5.974099062683408,-4.923776112265147,426,25,708.3637799216759
122,0.0,-5.974099062683408,-4.923776112265147,435,25,708.3637799216759
123,0.0,-5.974099062683408,-4.923776112265147,504,25,708.3637799216759
124,0.0,-5.974099062683408,-4.923776112265147,386,25,708.3637799216759
125,0.0,-5.974099062683408,-4.923776112265147,440,25,708.3637799216759
126,0.0,-5.974099062683408,-4.923776112265147,507,25,708.3637799216759
127,0.0,-5.974099062683408,-4.923776112265147,462,25,708.3637799216759
128,0.0,-5.974099062683408,-4.09294940166024,509,25,845.2938380190583
129,0.0,-5.974099062683408,-3.108281041404889,475,25,1098.1729017773073
130,0.0,-5.974099062683408,-4.923776112265147,492,25,708.3637799216759
131,0.0,-5.974099062683408,-4.923776112265147,528,25,708.3637799216759
132,0.0,-5.974099062683408,-4.88728227545006,470,25,718.7846592460801
133,0.0,-5.974099062683408,-4.839397769510276,486,25,731.9830909729907
134,0.0,-5.974099062683408,-4.835983746873176,467,25,732.6724581217766
135,0.0,-5.974099062683408,-4.923776112265147,373,25,708.3637799216759
136,0.0,-5.974099062683408,-4.923776112265147,448,25,708.3637799216759
137,0.0,-5.974099062683408,-4.923776112265147,480,25,708.3637799216759
138,0.0,-5.974099062683408,-4.921458456622034,440,25,709.361790223308
139,0.0,-5.974099062683408,-4.922587076457649,426,25,708.8901905157854
140,0.0,-5.974099062683408,-4.923776112265147,436,25,708.3637799216759
141,0.0,-5.974099062683408,-4.923776112265147,450,25,708.3637799216759
142,0.0,-5.974099062683408,-4.923776112265147,478,25,708.3637799216759
143,0.0,-5.974099062683408,-4.923776112265147,429,25,708.3637799216759
144,0.0,-5.974099062683408,-4.923776112265147,390,25,708.3637799216759
145,0.0,-5.974099062683408,-4.923776112265147,522,25,708.3637799216759
146,0.0,-5.974099062683408,-4.923776112265147,432,25,708.3637799216759
147,0.0,-5.974099062683408,-4.923136212173483,470,25,708.6515904026469
148,0.0,-5.974099062683408,-4.923760608845988,483,25,708.3709671761096
149,0.0,-5.974099062683408,-4.923776112265147,286,25,708.3637799216759
150,0.0,-5.974099062683408,-4.923776112265147,436,25,708.3637799216759
151,0.0,-5.974099062683408,-4.923776112265147,427,25,708.3637799216759
152,0.0,-5.974099062683408,-4.662587309899068,373,25,772.3895484925729
153,0.0,-5.974099062683408,-4.923776112265147,473,25,708.3637799216759
154,0.0,-5.974099062683408,-4.920092197418576,449,25,709.9103480732883
155,0.0,-5.974099062683408,-4.860706868479578,502,25,728.2734175342885
156,0.0,-5.974099062683408,-4.888465118381635,474,25,719.1410153823065
157,0.0,-5.974099062683408,-4.903662376502109,460,25,712.6660369557391
158,0.0,-5.974099062683408,-4.922059099753975,483,25,709.1140174169221
159,0.0,-5.974099062683408,-4.922587076457649,488,25,708.8901905157854
160,0.0,-5.974099062683408,-4.922587076457649,499,25,708.8901905157854
161,0.0,-5.974099062683408,-4.923776112265147,568,25,708.3637799216759
162,0.0,-5.974099062683408,-4.923136212173483,417,25,708.6515904026469
163,0.0,-5.974099062683408,-4.9234960837321,417,25,708.4915613983213
164,0.0,-5.974099062683408,-4.923776112265147,407,25,708.3637799216759
165,0.0,-5.974099062683408,-4.923760608845988,353,25,708.3709671761096
166,0.0,-5.974099062683408,-4.923776112265147,545,25,708.3637799216759
167,0.0,-5.974099062683408,-4.923776112265147,380,25,708.3637799216759
168,0.0,-5.974099062683408,-4.9234960837321,420,25,708.4915613983213
169,0.0,-5.974099062683408,-4.923776112265147,478,25,708.3637799216759
170,0.0,-5.974099062683408,-4.845515808835465,414,25,730.3821319391119
171,0.0,-5.974099062683408,-4.923776112265147,536,25,708.3637799216759
172,0.0,-5.974099062683408,-4.923776112265147,451,25,708.3637799216759
173,0.0,-5.974099062683408,-4.923776112265147,472,25,708.3637799216759
174,0.0,-5.974099062683408,-4.923776112265147,444,25,708.3637799216759
175,0.0,-5.974099062683408,-4.923776112265147,518,25,708.3637799216759
176,0.0,-5.974099062683408,-4.807137928178996,346,25,739.3107799109985
177,0.0,-5.974099062683408,-4.923776112265147,496,25,708.3637799216759
178,0.0,-5.974099062683408,-4.923776112265147,470,25,708.3637799216759
179,0.0,-5.974099062683408,-4.923776112265147,434,25,708.3637799216759
180,0.0,-5.974099062683408,-4.923776112265147,442,25,708.3637799216759
181,0.0,-5.974099062683408,-4.923776112265147,488,25,708.3637799216759
182,0.0,-5.974099062683408,-4.923776112265147,474,25,708.3637799216759
183,0.0,-5.974099062683408,-4.923776112265147,426,25,708.3637799216759
184,0.0,-5.974099062683408,-4.923776112265147,454,25,708.3637799216759
